source,target
s17_departure_rate,s23_departure_rate
s18_arrival_rate,s18_avg_latency
s18_arrival_rate,s18_avg_queue_size
s18_arrival_rate,s18_avg_throughput
s18_arrival_rate,s19_arrival_rate
s18_arrival_rate,s19_departure_rate
s18_arrival_rate,s20_arrival_rate
s18_arrival_rate,s20_departure_rate
s18_arrival_rate,wf6_avg_e2e_latency
s18_arrival_rate,wf6_violation_rate
s18_avg_latency,s18_avg_queue_size
s18_avg_latency,s18_avg_throughput
s18_avg_latency,wf6_avg_e2e_latency
s18_avg_latency,wf6_violation_rate
s18_avg_queue_size,s18_avg_throughput
s18_avg_queue_size,wf6_avg_e2e_latency
s18_avg_queue_size,wf6_violation_rate
s18_avg_threads,s18_avg_latency
s18_avg_threads,s18_avg_throughput
s18_avg_threads,s18_departure_rate
s18_avg_threads,s19_arrival_rate
s18_avg_threads,s19_avg_latency
s18_avg_threads,s19_avg_queue_size
s18_avg_threads,s19_departure_rate
s18_avg_threads,s20_arrival_rate
s18_avg_threads,s20_avg_queue_size
s18_avg_threads,s20_departure_rate
s18_avg_threads,s4_departure_rate
s18_avg_threads,wf6_avg_e2e_latency
s18_avg_throughput,wf6_avg_e2e_latency
s18_avg_throughput,wf6_violation_rate
s18_departure_rate,s19_arrival_rate
s18_departure_rate,s19_avg_latency
s18_departure_rate,s19_avg_queue_size
s18_departure_rate,s19_departure_rate
s18_departure_rate,s20_arrival_rate
s18_departure_rate,s20_departure_rate
s18_departure_rate,s23_departure_rate
s19_arrival_rate,s19_avg_latency
s19_arrival_rate,s19_avg_queue_size
s19_arrival_rate,s19_departure_rate
s19_arrival_rate,s20_arrival_rate
s19_arrival_rate,s20_avg_queue_size
s19_arrival_rate,s20_departure_rate
s19_arrival_rate,s21_departure_rate
s19_arrival_rate,s22_arrival_rate
s19_arrival_rate,s23_arrival_rate
s19_arrival_rate,s23_departure_rate
s19_arrival_rate,s3_departure_rate
s19_arrival_rate,s4_arrival_rate
s19_arrival_rate,s4_departure_rate
s19_arrival_rate,s5_departure_rate
s19_avg_latency,s19_avg_queue_size
s19_avg_latency,s19_avg_throughput
s19_avg_latency,s19_departure_rate
s19_avg_latency,s20_arrival_rate
s19_avg_latency,s20_avg_latency
s19_avg_latency,s20_avg_throughput
s19_avg_latency,s20_departure_rate
s19_avg_latency,s3_departure_rate
s19_avg_latency,s4_arrival_rate
s19_avg_latency,s4_departure_rate
s19_avg_queue_size,s19_avg_throughput
s19_avg_queue_size,s19_departure_rate
s19_avg_queue_size,s20_arrival_rate
s19_avg_queue_size,s20_avg_queue_size
s19_avg_queue_size,s20_departure_rate
s19_avg_queue_size,s4_departure_rate
s19_avg_threads,s24_avg_threads
s19_avg_threads,s25_arrival_rate
s19_avg_threads,s25_departure_rate
s19_avg_threads,s26_arrival_rate
s19_avg_threads,s26_departure_rate
s19_avg_threads,wf3_violation_rate
s19_avg_throughput,s20_avg_latency
s19_avg_throughput,s20_avg_throughput
s19_avg_throughput,s23_avg_queue_size
s19_departure_rate,s20_arrival_rate
s19_departure_rate,s20_departure_rate
s1_arrival_rate,s1_avg_latency
s1_arrival_rate,s1_avg_queue_size
s1_arrival_rate,s1_avg_throughput
s1_arrival_rate,s1_departure_rate
s1_arrival_rate,s2_arrival_rate
s1_arrival_rate,s2_departure_rate
s1_avg_latency,s1_avg_queue_size
s1_avg_latency,s1_avg_throughput
s1_avg_latency,s1_departure_rate
s1_avg_latency,s2_arrival_rate
s1_avg_latency,s2_avg_latency
s1_avg_latency,s2_departure_rate
s1_avg_queue_size,s1_avg_throughput
s1_avg_queue_size,s1_departure_rate
s1_avg_queue_size,s2_arrival_rate
s1_avg_queue_size,s2_avg_queue_size
s1_avg_queue_size,s2_departure_rate
s1_avg_threads,s1_avg_latency
s1_avg_throughput,s21_arrival_rate
s1_avg_throughput,s2_avg_throughput
s1_departure_rate,s2_arrival_rate
s1_departure_rate,s2_avg_latency
s1_departure_rate,s2_departure_rate
s20_arrival_rate,s20_avg_queue_size
s20_arrival_rate,s20_departure_rate
s20_arrival_rate,s22_arrival_rate
s20_arrival_rate,s23_arrival_rate
s20_arrival_rate,s23_departure_rate
s20_arrival_rate,s4_departure_rate
s20_avg_latency,s20_avg_throughput
s20_avg_threads,wf0_avg_e2e_latency
s20_avg_throughput,s23_avg_queue_size
s20_departure_rate,s23_departure_rate
s21_arrival_rate,s21_avg_latency
s21_arrival_rate,s21_avg_queue_size
s21_arrival_rate,s21_avg_throughput
s21_arrival_rate,s21_departure_rate
s21_arrival_rate,s22_arrival_rate
s21_arrival_rate,s22_departure_rate
s21_arrival_rate,s23_arrival_rate
s21_arrival_rate,s23_departure_rate
s21_arrival_rate,s24_arrival_rate
s21_arrival_rate,wf7_avg_e2e_latency
s21_arrival_rate,wf7_violation_rate
s21_avg_latency,s21_avg_queue_size
s21_avg_latency,s21_avg_throughput
s21_avg_latency,wf7_avg_e2e_latency
s21_avg_latency,wf7_violation_rate
s21_avg_queue_size,s21_avg_throughput
s21_avg_queue_size,wf7_avg_e2e_latency
s21_avg_queue_size,wf7_violation_rate
s21_avg_threads,s18_departure_rate
s21_avg_threads,s21_avg_latency
s21_avg_threads,s21_avg_throughput
s21_avg_threads,s21_departure_rate
s21_avg_threads,s22_arrival_rate
s21_avg_threads,s22_avg_latency
s21_avg_threads,s22_avg_queue_size
s21_avg_threads,s22_departure_rate
s21_avg_threads,s23_arrival_rate
s21_avg_threads,s23_departure_rate
s21_avg_threads,wf6_avg_e2e_latency
s21_avg_threads,wf7_avg_e2e_latency
s21_avg_throughput,wf7_avg_e2e_latency
s21_avg_throughput,wf7_violation_rate
s21_departure_rate,s22_arrival_rate
s21_departure_rate,s22_avg_latency
s21_departure_rate,s22_avg_queue_size
s21_departure_rate,s22_avg_throughput
s21_departure_rate,s22_departure_rate
s21_departure_rate,s23_arrival_rate
s21_departure_rate,s23_departure_rate
s21_departure_rate,wf6_avg_e2e_latency
s22_arrival_rate,s22_avg_latency
s22_arrival_rate,s22_avg_queue_size
s22_arrival_rate,s22_avg_throughput
s22_arrival_rate,s22_departure_rate
s22_arrival_rate,s23_arrival_rate
s22_arrival_rate,s23_departure_rate
s22_arrival_rate,wf6_avg_e2e_latency
s22_avg_latency,s22_avg_throughput
s22_avg_latency,s22_departure_rate
s22_avg_latency,s23_arrival_rate
s22_avg_latency,s23_avg_latency
s22_avg_latency,s23_avg_throughput
s22_avg_latency,s23_departure_rate
s22_avg_queue_size,s22_departure_rate
s22_avg_queue_size,s23_arrival_rate
s22_avg_queue_size,s23_avg_queue_size
s22_avg_queue_size,s23_departure_rate
s22_avg_queue_size,wf6_avg_e2e_latency
s22_avg_throughput,s22_departure_rate
s22_avg_throughput,s23_arrival_rate
s22_avg_throughput,s23_avg_latency
s22_avg_throughput,s23_avg_throughput
s22_avg_throughput,s23_departure_rate
s22_departure_rate,s23_arrival_rate
s22_departure_rate,s23_departure_rate
s23_arrival_rate,s23_departure_rate
s23_arrival_rate,wf6_avg_e2e_latency
s23_avg_latency,s23_avg_queue_size
s23_avg_latency,s23_avg_throughput
s23_avg_queue_size,s4_avg_queue_size
s23_avg_threads,s0_departure_rate
s23_avg_threads,wf4_avg_e2e_latency
s23_departure_rate,wf6_avg_e2e_latency
s24_arrival_rate,s24_avg_latency
s24_arrival_rate,s24_avg_queue_size
s24_arrival_rate,s24_avg_throughput
s24_arrival_rate,s24_departure_rate
s24_arrival_rate,s25_arrival_rate
s24_arrival_rate,s25_avg_throughput
s24_arrival_rate,s25_departure_rate
s24_arrival_rate,s26_arrival_rate
s24_arrival_rate,s26_departure_rate
s24_arrival_rate,wf8_violation_rate
s24_avg_latency,s24_avg_queue_size
s24_avg_latency,s24_avg_throughput
s24_avg_latency,wf8_avg_e2e_latency
s24_avg_latency,wf8_violation_rate
s24_avg_queue_size,s24_avg_throughput
s24_avg_queue_size,wf8_avg_e2e_latency
s24_avg_queue_size,wf8_violation_rate
s24_avg_threads,s24_departure_rate
s24_avg_threads,s25_arrival_rate
s24_avg_threads,s25_avg_latency
s24_avg_threads,s25_avg_queue_size
s24_avg_threads,s25_avg_throughput
s24_avg_threads,s25_departure_rate
s24_avg_threads,s26_arrival_rate
s24_avg_threads,s26_departure_rate
s24_avg_threads,wf8_avg_e2e_latency
s24_avg_throughput,wf8_avg_e2e_latency
s24_avg_throughput,wf8_violation_rate
s24_departure_rate,s25_arrival_rate
s24_departure_rate,s25_avg_latency
s24_departure_rate,s25_avg_queue_size
s24_departure_rate,s25_avg_throughput
s24_departure_rate,s25_departure_rate
s24_departure_rate,s26_arrival_rate
s24_departure_rate,s26_departure_rate
s25_arrival_rate,s25_avg_latency
s25_arrival_rate,s25_avg_queue_size
s25_arrival_rate,s25_avg_throughput
s25_arrival_rate,s25_departure_rate
s25_arrival_rate,s26_arrival_rate
s25_arrival_rate,s26_departure_rate
s25_avg_latency,s25_avg_queue_size
s25_avg_latency,s25_avg_throughput
s25_avg_latency,s25_departure_rate
s25_avg_latency,s26_arrival_rate
s25_avg_latency,s26_avg_latency
s25_avg_latency,s26_avg_throughput
s25_avg_latency,s26_departure_rate
s25_avg_queue_size,s25_avg_throughput
s25_avg_queue_size,s25_departure_rate
s25_avg_queue_size,s26_arrival_rate
s25_avg_queue_size,s26_avg_queue_size
s25_avg_queue_size,s26_departure_rate
s25_avg_throughput,s25_departure_rate
s25_avg_throughput,s26_arrival_rate
s25_avg_throughput,s26_avg_latency
s25_avg_throughput,s26_avg_throughput
s25_avg_throughput,s26_departure_rate
s25_departure_rate,s26_arrival_rate
s25_departure_rate,s26_departure_rate
s26_arrival_rate,s26_departure_rate
s26_avg_latency,s26_avg_throughput
s26_avg_latency,s2_avg_latency
s26_avg_queue_size,s26_avg_throughput
s2_arrival_rate,s2_avg_latency
s2_arrival_rate,s2_departure_rate
s2_avg_latency,s2_avg_throughput
s2_avg_latency,s2_departure_rate
s2_avg_queue_size,s2_avg_throughput
s3_arrival_rate,s3_avg_latency
s3_arrival_rate,s3_avg_queue_size
s3_arrival_rate,s3_avg_throughput
s3_arrival_rate,wf1_avg_e2e_latency
s3_arrival_rate,wf2_violation_rate
s3_avg_latency,s3_avg_queue_size
s3_avg_latency,s3_avg_throughput
s3_avg_latency,wf1_avg_e2e_latency
s3_avg_latency,wf1_violation_rate
s3_avg_queue_size,s3_avg_throughput
s3_avg_queue_size,wf1_avg_e2e_latency
s3_avg_queue_size,wf2_violation_rate
s3_avg_queue_size,wf6_violation_rate
s3_avg_threads,s3_avg_queue_size
s3_avg_threads,s3_avg_throughput
s3_avg_threads,s3_departure_rate
s3_avg_threads,s4_arrival_rate
s3_avg_threads,s4_avg_latency
s3_avg_threads,s4_avg_queue_size
s3_avg_threads,s4_departure_rate
s3_avg_threads,s5_arrival_rate
s3_avg_threads,s5_departure_rate
s3_avg_threads,wf1_avg_e2e_latency
s3_avg_throughput,wf1_avg_e2e_latency
s3_avg_throughput,wf1_violation_rate
s3_departure_rate,s4_arrival_rate
s3_departure_rate,s4_avg_latency
s3_departure_rate,s4_avg_queue_size
s3_departure_rate,s4_departure_rate
s3_departure_rate,s5_arrival_rate
s3_departure_rate,s5_avg_queue_size
s3_departure_rate,s5_departure_rate
s4_arrival_rate,s4_avg_latency
s4_arrival_rate,s4_avg_queue_size
s4_arrival_rate,s4_departure_rate
s4_arrival_rate,s5_arrival_rate
s4_arrival_rate,s5_avg_queue_size
s4_arrival_rate,s5_departure_rate
s4_avg_latency,s4_avg_queue_size
s4_avg_latency,s4_avg_throughput
s4_avg_latency,s4_departure_rate
s4_avg_latency,s5_arrival_rate
s4_avg_latency,s5_avg_latency
s4_avg_latency,s5_departure_rate
s4_avg_queue_size,s4_avg_throughput
s4_avg_queue_size,s4_departure_rate
s4_avg_queue_size,s5_arrival_rate
s4_avg_queue_size,s5_avg_queue_size
s4_avg_queue_size,s5_departure_rate
s4_avg_threads,s13_avg_latency
s4_avg_throughput,s5_avg_throughput
s4_departure_rate,s5_arrival_rate
s4_departure_rate,s5_avg_queue_size
s4_departure_rate,s5_departure_rate
s5_arrival_rate,s5_avg_queue_size
s5_arrival_rate,s5_departure_rate
s5_avg_latency,s5_avg_throughput
s5_avg_queue_size,s5_avg_throughput
s5_avg_queue_size,s5_departure_rate
s6_arrival_rate,s6_avg_latency
s6_arrival_rate,s6_avg_queue_size
s6_arrival_rate,s6_avg_throughput
s6_arrival_rate,wf2_avg_e2e_latency
s6_arrival_rate,wf2_violation_rate
s6_avg_latency,s6_avg_queue_size
s6_avg_latency,s6_avg_throughput
s6_avg_latency,wf2_avg_e2e_latency
s6_avg_latency,wf2_violation_rate
s6_avg_queue_size,s6_avg_throughput
s6_avg_queue_size,s9_avg_throughput
s6_avg_queue_size,wf2_avg_e2e_latency
s6_avg_queue_size,wf2_violation_rate
s6_avg_threads,s6_avg_latency
s6_avg_threads,s6_avg_throughput
s6_avg_threads,s6_departure_rate
s6_avg_threads,s7_arrival_rate
s6_avg_threads,s7_avg_latency
s6_avg_threads,s7_avg_queue_size
s6_avg_threads,s7_departure_rate
s6_avg_threads,s8_arrival_rate
s6_avg_threads,s8_departure_rate
s6_avg_threads,wf2_avg_e2e_latency
s6_avg_throughput,s6_departure_rate
s6_avg_throughput,s7_departure_rate
s6_avg_throughput,s8_arrival_rate
s6_avg_throughput,s8_departure_rate
s6_avg_throughput,s9_avg_throughput
s6_avg_throughput,wf2_avg_e2e_latency
s6_avg_throughput,wf2_violation_rate
s6_departure_rate,s7_arrival_rate
s6_departure_rate,s7_avg_latency
s6_departure_rate,s7_avg_queue_size
s6_departure_rate,s7_departure_rate
s6_departure_rate,s8_arrival_rate
s6_departure_rate,s8_departure_rate
s7_arrival_rate,s7_avg_latency
s7_arrival_rate,s7_avg_queue_size
s7_arrival_rate,s7_departure_rate
s7_arrival_rate,s8_arrival_rate
s7_arrival_rate,s8_departure_rate
s7_avg_latency,s7_avg_queue_size
s7_avg_latency,s7_avg_throughput
s7_avg_latency,s7_departure_rate
s7_avg_latency,s8_arrival_rate
s7_avg_latency,s8_avg_latency
s7_avg_latency,s8_departure_rate
s7_avg_queue_size,s7_avg_throughput
s7_avg_queue_size,s7_departure_rate
s7_avg_queue_size,s8_arrival_rate
s7_avg_queue_size,s8_avg_queue_size
s7_avg_queue_size,s8_departure_rate
s7_avg_throughput,s8_avg_throughput
s7_departure_rate,s8_arrival_rate
s7_departure_rate,s8_departure_rate
s8_arrival_rate,s8_departure_rate
s8_avg_latency,s8_avg_throughput
s8_avg_queue_size,s8_avg_throughput
s8_avg_threads,s12_departure_rate
s8_avg_threads,s13_arrival_rate
s8_avg_threads,s13_avg_queue_size
s8_avg_threads,s13_departure_rate
s8_avg_threads,s14_arrival_rate
s8_avg_threads,s14_departure_rate
s9_arrival_rate,node2_cpu_usage_pct
s9_arrival_rate,s9_avg_latency
s9_arrival_rate,s9_avg_queue_size
s9_arrival_rate,s9_avg_throughput
s9_avg_latency,s9_avg_queue_size
s9_avg_latency,s9_avg_throughput
s9_avg_latency,wf3_avg_e2e_latency
s9_avg_latency,wf3_violation_rate
s9_avg_queue_size,s9_avg_throughput
s9_avg_queue_size,wf3_avg_e2e_latency
s9_avg_threads,node2_avg_cpu_threads
s9_avg_threads,node2_cpu_usage_pct
s9_avg_threads,s10_arrival_rate
s9_avg_threads,s10_avg_latency
s9_avg_threads,s10_avg_queue_size
s9_avg_threads,s10_departure_rate
s9_avg_threads,s11_arrival_rate
s9_avg_threads,s11_departure_rate
s9_avg_threads,s9_departure_rate
s9_avg_threads,wf3_avg_e2e_latency
wf0_avg_e2e_latency,wf0_violation_rate
wf1_avg_e2e_latency,wf1_violation_rate
wf2_avg_e2e_latency,wf2_violation_rate
wf3_avg_e2e_latency,wf3_violation_rate
wf4_avg_e2e_latency,wf4_violation_rate
wf5_avg_e2e_latency,wf5_violation_rate
wf6_avg_e2e_latency,wf6_violation_rate
wf7_avg_e2e_latency,wf7_violation_rate
wf8_avg_e2e_latency,wf8_violation_rate
